source_label,source,relationship,target_label,target
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,benda-benda berbahaya
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,pengelola bangunan
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,longsor
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,Bangunan
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,gedung
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,meja
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,tsunami
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,tebing
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,Potensi Tsunami
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,tangga darurat
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,reruntuhan
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,Harta
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,petugas keamanan
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,gempa bumi susulan
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,pohon
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,Titik Pusat Gempa Bumi
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,bangunan
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,meja yang kuat
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,Parameter Gempa Bumi
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,BMKG
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,bantal
Dokumen,Gempa_Bumi.pdf,MEMBAHAS,Entitas,Gempa Bumi
Entitas,Fondasi,MEMBUTUHKAN,Entitas,Bangunan
Entitas,petugas berwenang,MEMERINTAHKAN,Entitas,ikuti instruksi
Entitas,foto,MELIBATKAN,Entitas,dokumen
Entitas,foto,MELIBATKAN,Entitas,mendokumentasikan harta
Entitas,kebakaran,MENCEGAH,Entitas,peralatan yang menggunakan listrik
Entitas,lift,MENGHARUSKAN,Entitas,tidak digunakan
Entitas,pintu,BERDAMPAK_PADA,Entitas,kepala
Entitas,elevator,MENGHARUSKAN,Entitas,tekan semua tombol
Entitas,helm,BERDAMPAK_PADA,Entitas,kepala
Entitas,jendela kaca,BERDAMPAK_PADA,Entitas,benda-benda yang mungkin jatuh
Entitas,Pemerintah,MENGHURATKAN,Entitas,Aturan Penggunaan Lahan
Entitas,api,BERDAMPAK_PADA,Entitas,rumah
Entitas,api,BERDAMPAK_PADA,Entitas,hutan
Entitas,pengelola bangunan,MENGHARUSKAN,Entitas,panggilan
Entitas,Bangunan,MEMBUTUHKAN,Entitas,Renovasi
Entitas,gedung,BERDAMPAK_PADA,Entitas,roboh
Entitas,gedung,BERDAMPAK_PADA,Entitas,hindari berada di tempat terbuka
Entitas,meja,BERDAMPAK_PADA,Entitas,benda-benda yang mungkin jatuh
Entitas,tsunami,MEMBUTUHKAN,Entitas,evakuasi
Entitas,tebing,BERDAMPAK_PADA,Entitas,hindari daerah yang rawan longsor
Entitas,tangga darurat,MENGHARUSKAN,Entitas,evakuasi
Entitas,Harta,MENGELOLA,Entitas,Kepemilikan
Entitas,petugas keamanan,IKUTI,Entitas,instruksi evakuasi
Entitas,gempa bumi susulan,BERDAMPAK_PADA,Entitas,tetap waspada
Entitas,pohon,BERDAMPAK_PADA,Entitas,langit terbuka
Entitas,pohon,MENDERITAKAN_PADA,Entitas,longsor
Entitas,bangunan,TERJADI_DI,Entitas,sudut bangunan
Entitas,BMKG,MENYEBUT,Entitas,Informasi Gempa Bumi
Entitas,bantal,BERDAMPAK_PADA,Entitas,kepala
Entitas,Gempa Bumi,TERJADI_DI,Entitas,Daerah Rawan Gempa Bumi
Entitas,Gempa Bumi,MENCIPTA,Entitas,Kerusakan
Entitas,Gempa Bumi,MENGHANCURKAN,Entitas,Jalan
Entitas,Gempa Bumi,MENGHANCURKAN,Entitas,Jembatan
Entitas,Gempa Bumi,MENGHANCURKAN,Entitas,Bangunan
Entitas,Informasi Gempa Bumi,MELIBATKAN,Entitas,Kedalaman Gempa
Entitas,Informasi Gempa Bumi,MELIBATKAN,Entitas,Potensi Tsunami
Entitas,Informasi Gempa Bumi,MELIBATKAN,Entitas,Titik Pusat Gempa Bumi
Entitas,Informasi Gempa Bumi,MELIBATKAN,Entitas,Parameter Gempa Bumi
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,harta
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,rumah
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,masker
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,angin
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,kepemilikan
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,api
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,bangunan
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,rambu
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,kain
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,rumput
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,partikulat (PM10)
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,AC
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,kebakaran hutan dan lahan
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,kebakaran hutan
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,perlindungan
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,cuaca
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,tangan
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,pihak terkait
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,hutan
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,puing-puing
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,lahan
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,masker N95
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,pusat
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,Posko Kebakaran
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,karhutla
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,warga
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,wajah
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,ekosistem
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,udara
Dokumen,Karhutla.pdf,MEMBAHAS,Entitas,angin kencang
Entitas,rambu,MENUNJUKKAN,Entitas,ancaman atau rawan kebakaran hutan
Entitas,kain,MELIBATKAN,Entitas,lubang pernafasan
Entitas,partikulat (PM10),MEMILIKI,Entitas,ukuran
Entitas,kebakaran hutan dan lahan,MENCIPTA,Entitas,kerusakan
Entitas,cuaca,MEMICU,Entitas,kebakaran hutan
Entitas,tangan,MEMBUTUHKAN,Entitas,cuci tangan
Entitas,hutan,MENDERITAKAN_PADA,Entitas,longsor
Entitas,masker N95,MENGHARUSKAN,Entitas,perlindungan lebih baik
Entitas,Posko Kebakaran,DIKELOLA_OLEH,Entitas,pihak terkait
Entitas,karhutla,TERJADI_DI,Entitas,lahan
Entitas,karhutla,BERDAMPAK_PADA,Entitas,partikulat (PM10)
Entitas,warga,MEMBUTUHKAN,Entitas,pengetahuan tentang hutan
Entitas,warga,MEMBUTUHKAN,Entitas,api sudah mati
Entitas,warga,MEMBUTUHKAN,Entitas,membersihkan area
Entitas,warga,MENCEGAH,Entitas,rumput
Entitas,warga,MENCEGAH,Entitas,puing-puing
Entitas,warga,MELAKUKAN,Entitas,membakar rumput
Entitas,warga,MENGHARUSKAN,Entitas,bangunan
Entitas,wajah,MEMBUTUHKAN,Entitas,cuci wajah
Entitas,angin kencang,MENDORONG,Entitas,penyebaran api
Entitas,ukuran,TIDAK_LEBIH_DARI,Entitas,10 mikron
Entitas,NAB PM10,BERDASARKAN,Entitas,150 µgram/m3
Entitas,penyebaran api,BERDAMPAK_PADA,Entitas,ekosistem
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Air hujan
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Radio
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Media online
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Air bersih
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Mulsa
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Pihak yang berwenang
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Televisi
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Sumber informasi resmi pemerintah
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Penyakit
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Waduk/embung
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Tanaman budidaya
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Sumber/mata air
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Gulma
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Sumur resapan/biopori
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Kekeringan
Dokumen,Kekeringan.pdf,MEMBAHAS,Entitas,Hujan buatan/TMC
Entitas,Air hujan,MENGUMPULKAN,Entitas,Waduk/embung
Entitas,Radio,MENYEDIAKAN,Entitas,Informasi terkini
Entitas,Mulsa,MENGURANGI,Entitas,Penyakit
Entitas,Mulsa,MENGURANGI,Entitas,Gulma
Entitas,Pihak yang berwenang,MENYEDIAKAN,Entitas,Air bersih
Entitas,Tanaman budidaya,MEMBUTUHKAN,Entitas,Mulsa
Entitas,Sumber/mata air,MENGHILANGKAN,Entitas,Air hujan
Entitas,Sumur resapan/biopori,MEMBUTUHKAN,Entitas,Waduk/embung
Entitas,Kekeringan,MENCIPTA,Entitas,Kekeringan
Entitas,Hujan buatan/TMC,MELIBATKAN,Entitas,Radio
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Infrastruktur
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,jalan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,dokumen
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,harta
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,pihak berwenang
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,foto
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Jalan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,kepemilikan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Jembatan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Bangunan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Vegetasi
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Masyarakat
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,polisi
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Pra Bencana
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Injeksi Grouting
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,desain bangunan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Pembatas Tanah
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,petugas penyelamat
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,sistem pemantauan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Teras
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Curah Hujan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,pergeseran tanah
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,evaluasi tanah
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Pergeseran Tanah
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,pemerintah daerah
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Geosensor
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,regulasi setempat
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Tekanan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Tanah Longsor
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,area berbahaya
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,peraturan bangunan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,struktur bangunan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,kondisi tanah
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Retensi Tanaman
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,area yang rawan pergeseran tanah
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,konstruksi bangunan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,kendaraan
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Drainase
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Dinding Penahan Tanah
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Sistem Drainase
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,Perkuatan Tanah
Dokumen,Pergeseran_Tanah.pdf,MEMBAHAS,Entitas,ahli geoteknik
Entitas,Pra Bencana,TERJADI_DI,Entitas,Pergeseran Tanah
Entitas,desain bangunan,MEMPERHITUNGKAN,Entitas,faktor risiko pergeseran tanah
Entitas,Pembatas Tanah,MENCEGAH,Entitas,Pergeseran Tanah
Entitas,sistem pemantauan,MENGHARUSKAN,Entitas,memantau perubahan kondisi tanah
Entitas,Teras,MENCEGAH,Entitas,Pergeseran Tanah
Entitas,Curah Hujan,MENGHASILKAN,Entitas,Penumpukan Air
Entitas,Curah Hujan,MEMBUTUHKAN,Entitas,Tindakan Pencegahan
Entitas,Curah Hujan,MENCUGA,Entitas,TANAH LONGSOR
Entitas,pergeseran tanah,TERJADI_DI,Entitas,area berbahaya
Entitas,pergeseran tanah,MENCEGAH,Entitas,tinggal di area yang rawan pergeseran tanah
Entitas,pergeseran tanah,MENGHARUSKAN,Entitas,evakuasi dini
Entitas,pergeseran tanah,MENGHARUSKAN,Entitas,memeriksa regulasi setempat
Entitas,pergeseran tanah,MELIBATKAN,Entitas,bantuan
Entitas,evaluasi tanah,MELAKUKAN,Entitas,penilaian menyeluruh terhadap kondisi tanah
Entitas,Pergeseran Tanah,BERDAMPAK_PADA,Entitas,Infrastruktur
Entitas,Pergeseran Tanah,BERDAMPAK_PADA,Entitas,Jalan
Entitas,Pergeseran Tanah,BERDAMPAK_PADA,Entitas,Jembatan
Entitas,Pergeseran Tanah,BERDAMPAK_PADA,Entitas,Bangunan
Entitas,Pergeseran Tanah,BERDAMPAK_PADA,Entitas,Masyarakat
Entitas,Geosensor,MEMANTU,Entitas,Pergeseran Tanah
Entitas,kondisi tanah,BERDAMPAK_PADA,Entitas,struktur bangunan
Entitas,Retensi Tanaman,MELIBATKAN,Entitas,Vegetasi
Entitas,kendaraan,TERJADI_DI,Entitas,daerah yang dapat terkena pergeseran tanah
Entitas,Drainase,MENJAGA,Entitas,Lereng Permukaan
Entitas,Drainase,MEMICU,Entitas,Pergeseran Tanah
Entitas,Sistem Drainase,MEMICU,Entitas,Pergeseran Tanah
Entitas,Perkuatan Tanah,MELIBATKAN,Entitas,Injeksi Grouting
Entitas,Perkuatan Tanah,MELIBATKAN,Entitas,Dinding Penahan Tanah
Entitas,ahli geoteknik,MENYARANKAN,Entitas,rekomendasi dan saran
Entitas,Penumpukan Air,MELEMAHKAN,Entitas,Kestabilan Tanah
Entitas,rekomendasi dan saran,MEMBERI,Entitas,panduan tentang tindakan pencegahan atau rekayasa tanah
Dokumen,produk_hukum_mitigasi_V1.pdf,MEMBAHAS,Entitas,Unsur Pelaksana
Dokumen,produk_hukum_mitigasi_V1.pdf,MEMBAHAS,Entitas,Bidang Pencegahan dan Kesiapsiagaan
Dokumen,produk_hukum_mitigasi_V1.pdf,MEMBAHAS,Entitas,Mitigasi bencana
Dokumen,produk_hukum_mitigasi_V1.pdf,MEMBAHAS,Entitas,Tahap prabencana
Dokumen,produk_hukum_mitigasi_V1.pdf,MEMBAHAS,Entitas,Saat tanggap darurat
Dokumen,produk_hukum_mitigasi_V1.pdf,MEMBAHAS,Entitas,Pasca bencana
Dokumen,produk_hukum_mitigasi_V1.pdf,MEMBAHAS,Entitas,Perbup Bogor No. 61 Tahun 2023
Dokumen,produk_hukum_mitigasi_V1.pdf,MEMBAHAS,Entitas,Bidang Rehabilitasi dan Rekonstruksi
Entitas,Unsur Pelaksana,MELAKSANAKAN,Entitas,Mitigasi bencana
Entitas,Bidang Pencegahan dan Kesiapsiagaan,MEMBANTU,Entitas,Kepala Pelaksana
Entitas,Bidang Pencegahan dan Kesiapsiagaan,MELAKSANAKAN,Entitas,Pengecoordinasian
Entitas,Bidang Pencegahan dan Kesiapsiagaan,MELAKSANAKAN,Entitas,Mitigasi
Entitas,Mitigasi bencana,MERUPAKAN,Entitas,Tahap prabencana
Entitas,Perbup Bogor No. 61 Tahun 2023,MENYATAKAN,Entitas,Unsur Pelaksana
Entitas,Bidang Rehabilitasi dan Rekonstruksi,MELAKSANAKAN,Entitas,Penyusunan pengkajian mitigasi
Entitas,Penyusunan pengkajian mitigasi,TERJADI_DI,Entitas,Saat dan pasca bencana
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,curah hujan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Fondasi
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,pohon
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,hutan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Curah Hujan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Drainase
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,tanaman
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Jangkar
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Lereng Permukaan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Tutupan Vegetasi
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,zona evakuasi
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Pemukiman
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,tanah gerak
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Daerah Rawan Bencana
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,TANAH LONGSOR
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Pilling
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,runtuhan batuan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Getaran
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Rumput
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,selokan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Tanaman
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Tanah yang Kurang Padat
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Lereng Terjal
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Air Tanah
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,wilayah longsor
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,bahaya liquefaction
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Pengikisan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,daerah tebing
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,air hujan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,rekahan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,bangunan permanen
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,lereng
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,kawasan yang gersang
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Fasilitas Utama
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Perumahan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Material Longsor
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Tanggul Penahan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,pondasi tiang pancang
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Bangunan Penahan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Terasering
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,tanah yang tidak stabil
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,infeksi cairan
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Tanah
Dokumen,Tanah_Longsor.pdf,MEMBAHAS,Entitas,Sistem Peringatan Dini Longsor
Entitas,tanaman,MENGHARUSKAN,Entitas,akar kuat
Entitas,Jangkar,MEMICU,Entitas,TANAH LONGSOR
Entitas,Lereng Permukaan,MEMBUTUHKAN,Entitas,Drainase
Entitas,Tutupan Vegetasi,BERDAMPAK_PADA,Entitas,TANAH LONGSOR
Entitas,zona evakuasi,TERJADI_DI,Entitas,wilayah
Entitas,Pemukiman,MENGHARUSKAN,Entitas,Fasilitas Utama
Entitas,Daerah Rawan Bencana,MENGHARUSKAN,Entitas,Pemukiman
Entitas,Pilling,MEMICU,Entitas,TANAH LONGSOR
Entitas,runtuhan batuan,MEMICU,Entitas,bahaya liquefaction
Entitas,Getaran,MENCUGA,Entitas,TANAH LONGSOR
Entitas,Rumput,MEMBUTUHKAN,Entitas,Tanaman
Entitas,selokan,MEMBUTUHKAN,Entitas,mengalirkan air hujan
Entitas,Tanaman,MEMBUTUHKAN,Entitas,Drainase
Entitas,Tanah yang Kurang Padat,MENCUGA,Entitas,TANAH LONGSOR
Entitas,Lereng Terjal,MENCUGA,Entitas,TANAH LONGSOR
Entitas,Air Tanah,MEMBUTUHKAN,Entitas,Drainase
Entitas,wilayah longsor,BERDAMPAK_PADA,Entitas,kondisi tanah yang labil
Entitas,Pengikisan,MENCUGA,Entitas,TANAH LONGSOR
Entitas,daerah tebing,MELIBATKAN,Entitas,tanah yang tidak stabil
Entitas,rekahan,MENCEGAH,Entitas,air masuk
Entitas,bangunan permanen,MENDERITAKAN_PADA,Entitas,daerah tebing
Entitas,lereng,BERDAMPAK_PADA,Entitas,rekahan
Entitas,kawasan yang gersang,MENGHARUSKAN,Entitas,tanaman
Entitas,Perumahan,MELIBATKAN,Entitas,Pemadatan Tanah
Entitas,Material Longsor,MENIMBUN,Entitas,Material Longsor
Entitas,Tanggul Penahan,MENCEGAH,Entitas,Tanah Longsor
Entitas,pondasi tiang pancang,MENCEGAH,Entitas,bahaya liquefaction
Entitas,Bangunan Penahan,MEMICU,Entitas,TANAH LONGSOR
Entitas,Terasering,MEMBUTUHKAN,Entitas,Drainase
Entitas,Tanah,MELIBATKAN,Entitas,Pemadatan Tanah
Entitas,Sistem Peringatan Dini Longsor,TERJADI_DI,Entitas,beberapa wilayah
